Date,Open,High,Low,Close,Adj Close,Volume
2017-08-01,16.825001,16.959999,16.555,16.655001000000002,16.655001000000002,30545294.0
2017-08-02,16.620001000000002,16.76,16.455,16.52,16.52,43264653.0
2017-08-03,16.504998999999998,16.700001,16.42,16.67,16.67,30240525.0
2017-08-04,16.655001000000002,16.75,16.17,16.24,16.24,41689429.0
2017-08-06,16.27,16.27,16.209999,16.219998999999998,16.219998999999998,63496.0
2017-08-07,16.235001,16.280001000000002,16.094998999999998,16.25,16.25,26075637.0
2017-08-08,16.25,16.48,16.205,16.469998999999998,16.469998999999998,32761289.0
2017-08-09,16.530001000000002,16.950001,16.5,16.895,16.895,52275848.0
2017-08-10,16.875,17.24,16.875,17.115,17.115,53132919.0
2017-08-11,17.08,17.165001,16.879998999999998,17.110001,17.110001,49979300.0
2017-08-13,17.129998999999998,17.129998999999998,17.059998999999998,17.075001,17.075001,60189.0
2017-08-14,17.155001000000002,17.18,16.924999,17.035,17.035,39511188.0
2017-08-15,16.879998999999998,16.91,16.815001000000002,16.85,16.85,10248322.0
2017-08-16,16.67,17.139999,16.615,17.09,17.09,43252472.0
2017-08-17,17.120001000000002,17.165001,16.969998999999998,17.035,17.035,51662720.0
2017-08-18,16.955,17.32,16.955,16.965,16.965,55246606.0
2017-08-20,16.934998999999998,16.969998999999998,16.83,16.889999,16.889999,167729.0
2017-08-21,16.940001000000002,17.120001000000002,16.91,17.014999,17.014999,44252536.0
2017-08-22,16.99,17.115,16.870001000000002,16.955,16.955,42902422.0
2017-08-23,16.99,17.105,16.965,17.07,17.07,39469975.0
2017-08-24,17.045,17.1,16.815001000000002,16.940001000000002,16.940001000000002,48737483.0
2017-08-25,16.959999,17.18,16.719998999999998,17.059998999999998,17.059998999999998,49834579.0
2017-08-27,17.055,17.200001,17.045,17.049999,17.049999,218241.0
2017-08-28,17.094998999999998,17.57,17.094998999999998,17.495001000000002,17.495001000000002,46599106.0
2017-08-29,17.450001,17.665001,17.254998999999998,17.4,17.4,58477992.0
2017-08-30,17.43,17.555,17.299999,17.459999,17.459999,44418500.0
2017-08-31,17.415001,17.695,17.385,17.635,17.635,38938495.0
2017-09-01,17.615,17.825001,17.51,17.805,17.805,44506615.0
2017-09-03,17.879998999999998,17.965,17.860001,17.945,17.945,338105.0
2017-09-05,17.91,18.09,17.834999,18.014999,18.014999,101265194.0
2017-09-06,17.955,18.07,17.885,17.91,17.91,31463425.0
2017-09-07,17.924999,18.225,17.865,18.195,18.195,40267371.0
2017-09-08,18.254998999999998,18.290001,17.965,18.030001000000002,18.030001000000002,45906575.0
2017-09-10,17.92,17.950001,17.77,17.924999,17.924999,444487.0
2017-09-11,17.915001,17.99,17.77,17.860001,17.860001,38906007.0
2017-09-12,17.809998999999998,18.125,17.785,17.924999,17.924999,31901156.0
2017-09-13,17.934998999999998,18.030001000000002,17.725,17.809998999999998,17.809998999999998,35959351.0
2017-09-14,17.77,17.915001,17.66,17.905001000000002,17.905001000000002,40529544.0
2017-09-15,17.834999,17.865,17.635,17.645,17.645,37115717.0
2017-09-17,17.655001000000002,17.665001,17.59,17.6,17.6,122388.0
2017-09-18,17.645,17.655001000000002,17.110001,17.26,17.26,36774694.0
2017-09-19,17.235001,17.375,17.16,17.344998999999998,17.344998999999998,35296866.0
2017-09-20,17.35,17.445,17.014999,17.17,17.17,30548635.0
2017-09-21,17.129998999999998,17.129998999999998,16.865,17.030001000000002,17.030001000000002,44144735.0
2017-09-22,17.065001000000002,17.1,16.940001000000002,17.035,17.035,27253826.0
2017-09-24,17.030001000000002,17.035,16.92,16.955,16.955,96701.0
2017-09-25,16.969998999999998,17.225,16.870001000000002,17.165001,17.165001,38261297.0
2017-09-26,17.280001000000002,17.290001,16.815001000000002,16.844998999999998,16.844998999999998,38890513.0
2017-09-27,16.879998999999998,16.940001000000002,16.75,16.805,16.805,39863162.0
2017-09-28,16.76,16.924999,16.705,16.879998999999998,16.879998999999998,33046929.0
2017-09-29,16.865,16.905001000000002,16.639999,16.690001000000002,16.690001000000002,30872911.0
2017-10-01,16.67,16.684998999999998,16.645,16.665001,16.665001,38785.0
2017-10-02,16.620001000000002,16.75,16.565001000000002,16.610001,16.610001,29060291.0
2017-10-03,16.584999,16.690001000000002,16.57,16.655001000000002,16.655001000000002,22320395.0
2017-10-04,16.76,16.92,16.559998999999998,16.6,16.6,33527929.0
2017-10-05,16.610001,16.77,16.59,16.635,16.635,22707732.0
2017-10-06,16.629998999999998,16.889999,16.344998999999998,16.85,16.85,40938394.0
2017-10-08,16.85,16.865,16.764999,16.85,16.85,66723.0
2017-10-09,16.955,17.004998999999998,16.879998999999998,16.985001,16.985001,29092401.0
2017-10-10,17.065001000000002,17.280001000000002,17.055,17.18,17.18,42021397.0
2017-10-11,17.135,17.264999,17.084999,17.215,17.215,29392023.0
2017-10-12,17.245001000000002,17.290001,17.135,17.26,17.26,27510915.0
2017-10-13,17.285,17.450001,17.200001,17.445,17.445,36187198.0
2017-10-15,,,,,,
2017-10-16,17.389999,17.495001000000002,17.135,17.254998999999998,17.254998999999998,33075911.0
2017-10-17,17.225,17.225,16.985001,17.065001000000002,17.065001000000002,41601853.0
2017-10-18,17.084999,17.09,16.92,17.004998999999998,17.004998999999998,31559738.0
2017-10-19,16.965,17.315001000000002,16.945,17.299999,17.299999,44385012.0
2017-10-20,17.209999,17.235001,16.945,17.045,17.045,47393667.0
2017-10-22,17.035,17.049999,16.98,16.99,16.99,75284.0
2017-10-23,17.0,17.129998999999998,16.870001000000002,17.110001,17.110001,39971779.0
2017-10-24,17.15,17.16,16.889999,16.93,16.93,36774366.0
2017-10-25,16.895,17.049999,16.809998999999998,16.98,16.98,42058021.0
2017-10-26,17.0,17.045,16.754998999999998,16.775,16.775,37581160.0
2017-10-27,16.780001000000002,16.870001000000002,16.6,16.870001000000002,16.870001000000002,49652630.0
2017-10-29,16.85,16.865,16.815001000000002,16.834999,16.834999,71383.0
2017-10-30,16.780001000000002,16.9,16.700001,16.85,16.85,28882309.0
2017-10-31,16.85,16.91,16.645,16.695,16.695,28535474.0
2017-11-01,16.73,17.209999,16.719998999999998,17.129998999999998,17.129998999999998,53986426.0
2017-11-02,17.17,17.254998999999998,17.049999,17.155001000000002,17.155001000000002,47157074.0
2017-11-03,17.139999,17.195,16.775,16.834999,16.834999,41808055.0
